name,hasCustomObject,keyPrefix,label,labelPlural,createable,updateable,deletable,activateable,associateEntityType,associateParentEntity,compactLayoutable,custom,customSetting,deepCloneable,defaultImplementation,deprecatedAndHidden,feedEnabled,hasSubtypes,idEnabled,implementedBy,implementsInterfaces,isInterface,isSubtype,layoutable,mergeable,mruEnabled,networkScopeFieldName,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,DescribeFields,RecordTypeInfos,searchLayoutable,dataTranslationEnabled
TimeSheetOwnerSharingRule,,,Time Sheet Owner Rule,Time Sheet Owner Rule,true,true,true,false,OwnerSharingRule,TimeSheet,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
TimeSlot,true,0Gj,Time Slot,Time Slots,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,true,false,,,,
TodayGoal,,0Jz,Goal,Goals,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,true,,,,
TodayGoalOwnerSharingRule,,,Goal Owner Rule,Goal Owner Rule,true,true,true,false,OwnerSharingRule,TodayGoal,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
Topic,true,0TO,Topic,Topics,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,,
TopicAssignment,true,0FT,Topic Assignment,Topic Assignments,true,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
TopicLocalization,,,Translation,Translation,true,true,true,false,Localization,Topic,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
TopicUserEvent,,0te,Topic User Event,Topic User Events,false,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
TrackedCommunication,true,108,Tracked Communication,Tracked Communications,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
TrackedCommunicationDetail,true,10B,Tracked Communication Detail,Tracked Communication Details,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
TrackedCommunicationOwnerSharingRule,,,Tracked Communication Owner Rule,Tracked Communication Owner Rule,true,true,true,false,OwnerSharingRule,TrackedCommunication,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
TransactionJournal,true,0lV,Transaction Journal,Transaction Journals,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,true,true,,,,
TransactionSecurityPolicy,,0NI,Transaction Security Policy,Transaction Security Policies,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
Translation,,01h,Language Translation,Language Translation,true,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
TravelMode,true,5pL,Travel Mode,Travel Modes,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
TravelModeOwnerSharingRule,,,Travel Mode Owner Rule,Travel Mode Owner Rule,true,true,true,false,OwnerSharingRule,TravelMode,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tsaa__Session_Lobby_Invite__c,true,a3G,Session Lobby Invite,Session Lobby Invites,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tsaa__Session_Lobby_Invite__OwnerSharingRule,,,Owner Rule: Session Lobby Invite,Owner Rule: Session Lobby Invite,true,true,true,false,OwnerSharingRule,tsaa__Session_Lobby_Invite__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Digital_Engagement__c,true,a2r,VRA-Digital Engagement,VRA-Digital Engagement,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__Digital_Engagement__OwnerSharingRule,,,Owner Rule: VRA-Digital Engagement,Owner Rule: VRA-Digital Engagement,true,true,true,false,OwnerSharingRule,tspa__Digital_Engagement__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__File_Transfer_Folder__c,true,a2s,VRA File Transfer Folder,VRA File Transfer Folder,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__File_Transfer_Folder__OwnerSharingRule,,,Owner Rule: VRA File Transfer Folder,Owner Rule: VRA File Transfer Folder,true,true,true,false,OwnerSharingRule,tspa__File_Transfer_Folder__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__HistoryTechSeeConfig__c,true,a2t,Visual Remote Assistant - Visual History,Visual Remote Assistant - Visual History,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__HistoryTechSeeConfig__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant - Visual History,Owner Rule: Visual Remote Assistant - Visual History,true,true,true,false,OwnerSharingRule,tspa__HistoryTechSeeConfig__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__InviteTechSeeConfig__c,true,a2u,Visual Remote Assistant - Invite Form,Visual Remote Assistant - Invite Form,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__InviteTechSeeConfig__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant - Invite Form,Owner Rule: Visual Remote Assistant - Invite Form,true,true,true,false,OwnerSharingRule,tspa__InviteTechSeeConfig__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__MiniDashboard_API_Details__c,true,a2v,Visual Remote Assistant - API Details,Visual Remote Assistant - API Details,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__MiniDashboard_API_Details__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant - API Details,Owner Rule: Visual Remote Assistant - API Details,true,true,true,false,OwnerSharingRule,tspa__MiniDashboard_API_Details__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Multi_Cloud_Community_Settings__c,true,a2w,Multi Cloud Community Settings,Multi Cloud Community Settings,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__Multi_Cloud_Community_Settings__OwnerSharingRule,,,Owner Rule: Multi Cloud Community Settings,Owner Rule: Multi Cloud Community Settings,true,true,true,false,OwnerSharingRule,tspa__Multi_Cloud_Community_Settings__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__NotificationsFromTechsee__c,true,a2x,Visual Remote Assistant - Sessions Event,Visual Remote Assistant - Sessions Event,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__NotificationsFromTechsee__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant - Sessions Event,Owner Rule: Visual Remote Assistant - Sessions Event,true,true,true,false,OwnerSharingRule,tspa__NotificationsFromTechsee__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__ObjectFieldSettingsForInviteComponent__c,true,a2y,Visual Remote Assistant - Object support,Visual Remote Assistant - Object support,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__ObjectFieldSettingsForInviteComponent__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant - Object support,Owner Rule: Visual Remote Assistant - Object support,true,true,true,false,OwnerSharingRule,tspa__ObjectFieldSettingsForInviteComponent__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Observer_Details__c,true,a2z,Visual Remote Assistant-Observer Details,Observer Details,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__PlatformEventMonitoring__c,true,a7V,Platform Event Monitoring Configuration,Platform Event Monitoring Configuration,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__PlatformEventMonitoring__OwnerSharingRule,,,Owner Rule: Platform Event Monitoring Configuration,Owner Rule: Platform Event Monitoring Configuration,true,true,true,false,OwnerSharingRule,tspa__PlatformEventMonitoring__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Remote_Assistant_MultiLanguage__c,true,a31,Visual Remote Assistant -MultiLanguage,Visual Remote Assistant -MultiLanguage,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__Remote_Assistant_MultiLanguage__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant -MultiLanguage,Owner Rule: Visual Remote Assistant -MultiLanguage,true,true,true,false,OwnerSharingRule,tspa__Remote_Assistant_MultiLanguage__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__SessionLobbyConfig__c,true,a32,VRA - Session Lobby Config,VRA - Session Lobby Config,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__SessionLobbyConfig__OwnerSharingRule,,,Owner Rule: VRA - Session Lobby Config,Owner Rule: VRA - Session Lobby Config,true,true,true,false,OwnerSharingRule,tspa__SessionLobbyConfig__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__SessionTypeMapping__c,true,a33,Visual Remote Assistant - Session Types,Visual Remote Assistant - Session Types,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__SessionTypeMapping__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant - Session Types,Owner Rule: Visual Remote Assistant - Session Types,true,true,true,false,OwnerSharingRule,tspa__SessionTypeMapping__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__SettingsBackup__c,true,a34,Visual Remote Assistant-Setting Backup,Visual Remote Assistant-Settings Backup,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,true,,,true,
tspa__SettingsBackup__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant-Setting Backup,Owner Rule: Visual Remote Assistant-Setting Backup,true,true,true,false,OwnerSharingRule,tspa__SettingsBackup__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__TechSee_Account_Creation__c,true,a36,Visual Remote Assistant - Account Detail,Visual Remote Assistant - Account Detail,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__TechSee_Account_Creation__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant - Account Detail,Owner Rule: Visual Remote Assistant - Account Detail,true,true,true,false,OwnerSharingRule,tspa__TechSee_Account_Creation__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__TechSeeSessions__c,true,a35,Visual Remote Assistant-Session Invites,Visual Remote Assistant-Session Invites,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__TechSeeSessions__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant-Session Invites,Owner Rule: Visual Remote Assistant-Session Invites,true,true,true,false,OwnerSharingRule,tspa__TechSeeSessions__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Template_Setting_MetaData_for_Live_Agent__mdt,true,m0H,Template Setting MetaData for Live Agent,Template Setting MetaData for Live Agent,false,false,false,false,,,false,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,,false,,,,
tspa__Visual_History__c,true,a3A,Visual Remote Assistant Reports,Visual Remote Assistant Reports,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__Visual_History__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant Reports,Owner Rule: Visual Remote Assistant Reports,true,true,true,false,OwnerSharingRule,tspa__Visual_History__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Visual_Image__c,true,a3B,Visual Remote Assistant Reports Images,Visual Remote Assistant Reports Images,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__visual_journey_session_type__c,true,a3F,Visual Remote Assistant - Visual Journey,Visual Remote Assistant - Visual Journey,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__visual_journey_session_type__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant - Visual Journey,Owner Rule: Visual Remote Assistant - Visual Journey,true,true,true,false,OwnerSharingRule,tspa__visual_journey_session_type__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Visual_Remote_Assistant_Recording__c,true,a3C,Visual Remote Assistant Recording,Visual Remote Assistant Recordings,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__Visual_Remote_Assistant_Recording__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant Recording,Owner Rule: Visual Remote Assistant Recording,true,true,true,false,OwnerSharingRule,tspa__Visual_Remote_Assistant_Recording__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Visual_Remote_Assistant_Statistics__c,true,a7s,Visual Remote Assistant Statistics,Visual Remote Assistant Statistics,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__Visual_Remote_Assistant_Statistics__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant Statistics,Owner Rule: Visual Remote Assistant Statistics,true,true,true,false,OwnerSharingRule,tspa__Visual_Remote_Assistant_Statistics__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Visual_Remote_Assistant_VJ_Invites__c,true,a3D,Visual Remote Assistant-VJ Invite,Visual Remote Assistant-VJ Invites,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__Visual_Remote_Assistant_VJ_Invites__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant-VJ Invite,Owner Rule: Visual Remote Assistant-VJ Invite,true,true,true,false,OwnerSharingRule,tspa__Visual_Remote_Assistant_VJ_Invites__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__Visual_Support_Request__c,true,a3E,Visual Remote Assistant-Support Request,Visual Remote Assistant-Support Requests,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__Visual_Support_Request__OwnerSharingRule,,,Owner Rule: Visual Remote Assistant-Support Request,Owner Rule: Visual Remote Assistant-Support Request,true,true,true,false,OwnerSharingRule,tspa__Visual_Support_Request__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__VisualJourneyUsers__c,true,a39,Visual Journey Users,Visual Journey Users,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,,true,,,true,
tspa__VisualJourneyUsers__OwnerSharingRule,,,Owner Rule: Visual Journey Users,Owner Rule: Visual Journey Users,true,true,true,false,OwnerSharingRule,tspa__VisualJourneyUsers__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__VRA_History__e,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tspa__VRA_logs__c,true,a38,VRA logs,VRA logs,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
tspa__VRA_logs__OwnerSharingRule,,,Owner Rule: VRA logs,Owner Rule: VRA logs,true,true,true,false,OwnerSharingRule,tspa__VRA_logs__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__VRA_Notification__e,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tspa__VRA_Observer__e,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tspa__VRA_Report_Knowledge__c,true,a37,VRA - Report Knowledge,VRA - Report Knowledge,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,true,,,,
tspa__VRA_Report_Knowledge__OwnerSharingRule,,,Owner Rule: VRA - Report Knowledge,Owner Rule: VRA - Report Knowledge,true,true,true,false,OwnerSharingRule,tspa__VRA_Report_Knowledge__c,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
tspa__VRA_Sanity_Check__e,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tspa__VRA_Session_Notification__e,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tspa__VRAPermissionCheck__mdt,true,m0I,VRAPermissionCheck,VRAPermissionChecks,false,false,false,false,,,false,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,,false,,,,
UiFormulaCriterion,,0Gp,Ui Formula Criterion,Ui Formula Criteria,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UiFormulaRule,,09t,Ui Formula Rule,Ui Formula Rules,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UndecidedEventRelation,,,Undecided Event Relation,Undecided Event Relations,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UnifiedActivity,,1a3,Unified Activity,Unified Activities,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UnitOfMeasure,true,0hE,Unit of Measure,Units of Measure,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
UnitOfMeasureClass,true,1BQ,Unit of Measure Class,Unit of Measure Classes,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
UnitOfMeasureConversion,true,0mG,Unit of Measure Conversion,Unit of Measure Conversions,true,true,true,false,,,true,false,false,true,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
UnitOfMeasureConversionOwnerSharingRule,,,Unit of Measure Conversion Owner Rule,Unit of Measure Conversion Owner Rule,true,true,true,false,OwnerSharingRule,UnitOfMeasureConversion,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UnitOfMeasureOwnerSharingRule,,,Unit of Measure Owner Rule,Unit of Measure Owner Rule,true,true,true,false,OwnerSharingRule,UnitOfMeasure,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UriEvent,,0Uw,URI Event,URI Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
UriEventStream,,0Ux,URI Event Stream ,URI Event Streams,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,,false,,,,
User,true,005,User,Users,true,true,false,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,false,,,true,
UserAccountTeamMember,,01D,User Account Team Member,User Account Team Member,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserAppInfo,,0Ds,Last Used App,Last Used App,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,true,,,,
UserAppMenuCustomization,,0Nw,UserAppMenuCustomization,UserAppMenuCustomizations,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,true,,,,
UserAppMenuCustomizationOwnerSharingRule,,,UserAppMenuCustomization Owner Rule,UserAppMenuCustomization Owner Rule,true,true,true,false,OwnerSharingRule,UserAppMenuCustomization,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserAppMenuItem,,07p,Application,Applications,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,false,true,,false,,,,
UserCapabilityPreference,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UserConfigTransferButton,,0KB,UserConfigTransferButton,UserConfigTransferButtons,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UserConfigTransferSkill,,0KA,UserConfigTransferSkill,UserConfigTransferSkills,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UserCustomBadge,,0MQ,Custom User Badge,Custom User Badges,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UserCustomBadgeLocalization,,,Translation,Translation,true,true,true,false,Localization,UserCustomBadge,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserDailyMetric,,0mP,User Daily Metric,User Daily Metrics,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserDailyMetricOwnerSharingRule,,,User Daily Metric Owner Rule,User Daily Metric Owner Rule,true,true,true,false,OwnerSharingRule,UserDailyMetric,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserDefinedLabel,,0vm,Label,Labels,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,,true,,,,
UserDefinedLabelAssignment,,0vn,Label Assignment,Label Assignments,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,true,,,,
UserDefinedLabelAssignmentOwnerSharingRule,,,Label Assignment Owner Rule,Label Assignment Owner Rule,true,true,true,false,OwnerSharingRule,UserDefinedLabelAssignment,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserDefinedLabelOwnerSharingRule,,,Label Owner Rule,Label Owner Rule,true,true,true,false,OwnerSharingRule,UserDefinedLabel,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserEmailCalendarSync,,0fm,User Email Calendar Sync,User Email Calendar Sync,true,true,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
UserEmailPreferredPerson,,0UV,User Email Preferred Person,User Email Preferred People,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,true,,false,,,,
UserEmailPreferredPersonOwnerSharingRule,,,User Email Preferred Person Owner Rule,User Email Preferred Person Owner Rule,true,true,true,false,OwnerSharingRule,UserEmailPreferredPerson,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserEngagement__dlm,,qCG,User Engagement,User Engagement,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,false,false,,false,,,,
UserEntityAccess,,07u,User Entity Access,User Entity Access,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
UserEsignVendorIdentifier,true,0qv,User Esignature Vendor Identifier,User Esignature Vendor Identifiers,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
UserEsignVendorIdentifierOwnerSharingRule,,,User Esignature Vendor Identifier Owner Rule,User Esignature Vendor Identifier Owner Rule,true,true,true,false,OwnerSharingRule,UserEsignVendorIdentifier,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserExternalCredential,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UserFieldAccess,,4fp,User Field Access,User Field Access,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,,false,,,,
UserLicense,,100,User License,User Licenses,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UserListView,,0Na,User List View,User List View,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UserListViewCriterion,,0JU,User List View Criteria,User List View Criteria,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UserLocalWebServerIdentity,true,1I9,User Local Web Server Identity,User Local Web Server Identities,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,true,,,,
UserLocalWebServerIdentityOwnerSharingRule,,,User Local Web Server Identity Owner Rule,User Local Web Server Identity Owner Rule,true,true,true,false,OwnerSharingRule,UserLocalWebServerIdentity,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserLocationAssignment,true,0s1,User Location Assignment,User Location Assignments,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,true,,,true,
UserLogin,,0Yw,User Login,User Login,false,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UserMembershipSharingRule,,0N0,User Membership Sharing Rule,User Membership Sharing Rule,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserMonthlyMetric,,0mM,User Monthly Metric,User Monthly Metrics,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserMonthlyMetricOwnerSharingRule,,,User Monthly Metric Owner Rule,User Monthly Metric Owner Rule,true,true,true,false,OwnerSharingRule,UserMonthlyMetric,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserPackageLicense,,051,User Package License,User Package License,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UserPermissionAccess,,0up,User Permission Access,User Permission Access,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,false,false,,false,,,,
UserPreference,,03u,User Preference,User Preferences,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,,false,,,,
UserPrioritizedRecord,true,2g0,User Prioritized Record,User Prioritized Records,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,false,,,,
UserPrioritizedRecordOwnerSharingRule,,,User Prioritized Record Owner Rule,User Prioritized Record Owner Rule,true,true,true,false,OwnerSharingRule,UserPrioritizedRecord,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,,false,,,,
UserProvAccount,,0Ni,User Provisioning Account,User Provisioning Accounts,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,true,,,,
